Gender,Married,Dependents,Education,Self_Employed,ApplicantIncome,CoapplicantIncome,LoanAmount,Loan_Amount_Term,Credit_History,Property_Area,Loan_Status
Homme,Marié,0,Qualifié,Employé en CDI,1809,1868.0,90.0,360.0,1.0,Urbain,Accepté
Femme,Célibataire,2,Qualifié,Employé en CDI,3427,0.0,138.0,360.0,1.0,Urbain,Rejeté
Homme,Célibataire,0,Non qualifié,Entrepreneur,2583,2167.0,104.0,360.0,1.0,Rural,Accepté
Femme,Célibataire,3 ou +,Qualifié,Employé en CDI,3083,0.0,255.0,360.0,1.0,Rural,Accepté
Homme,Marié,3 ou +,Qualifié,Employé en CDI,5250,0.0,94.0,360.0,1.0,Urbain,Rejeté
Homme,Marié,3 ou +,Non qualifié,Employé en CDI,4931,0.0,128.0,360.0,1.0,Semi-urbain,Rejeté
Homme,Célibataire,0,Qualifié,Employé en CDI,2060,2209.0,134.0,360.0,1.0,Semi-urbain,Accepté
Femme,Célibataire,0,Qualifié,Employé en CDI,7200,0.0,120.0,360.0,1.0,Rural,Accepté
Homme,Célibataire,0,Qualifié,Entrepreneur,5166,0.0,128.0,360.0,1.0,Semi-urbain,Accepté
Homme,Célibataire,0,Qualifié,Employé en CDI,4095,3447.0,151.0,360.0,1.0,Rural,Accepté
Homme,Marié,2,Qualifié,Employé en CDI,4708,1387.0,150.0,360.0,1.0,Semi-urbain,Accepté
Femme,Célibataire,0,Qualifié,Employé en CDI,3418,0.0,135.0,360.0,1.0,Rural,Rejeté
Femme,Célibataire,1,Qualifié,Employé en CDI,2876,1560.0,90.0,360.0,1.0,Urbain,Accepté
Femme,Célibataire,0,Qualifié,Employé en CDI,3237,0.0,30.0,360.0,1.0,Urbain,Accepté
Homme,Célibataire,0,Qualifié,Employé en CDI,2833,1857.0,126.0,360.0,1.0,Rural,Accepté
Homme,Marié,0,Qualifié,Employé en CDI,2620,2223.0,150.0,360.0,1.0,Semi-urbain,Accepté
Homme,Marié,2,Qualifié,Employé en CDI,3900,0.0,90.0,360.0,1.0,Semi-urbain,Accepté
Homme,Marié,1,Qualifié,Employé en CDI,2750,1842.0,115.0,360.0,1.0,Semi-urbain,Accepté
Homme,Marié,0,Qualifié,Employé en CDI,3993,3274.0,207.0,360.0,1.0,Semi-urbain,Accepté
Homme,Marié,0,Qualifié,Employé en CDI,3103,1300.0,80.0,360.0,1.0,Urbain,Accepté
Femme,Marié,0,Non qualifié,Employé en CDI,4100,0.0,124.0,360.0,1.0,Rural,Accepté
Homme,Marié,0,Qualifié,Employé en CDI,3927,800.0,112.0,360.0,1.0,Semi-urbain,Accepté
Femme,Célibataire,0,Qualifié,Employé en CDI,1811,1666.0,54.0,360.0,1.0,Urbain,Accepté
Homme,Célibataire,0,Qualifié,Employé en CDI,3158,3053.0,89.0,360.0,1.0,Rural,Accepté
Homme,Marié,0,Qualifié,Employé en CDI,3704,2000.0,120.0,360.0,1.0,Rural,Accepté
Femme,Célibataire,0,Qualifié,Employé en CDI,4124,0.0,115.0,360.0,1.0,Semi-urbain,Accepté
Homme,Célibataire,0,Qualifié,Employé en CDI,9508,0.0,187.0,360.0,1.0,Rural,Accepté
Homme,Marié,0,Qualifié,Employé en CDI,3075,2416.0,139.0,360.0,1.0,Rural,Accepté
Homme,Marié,2,Qualifié,Employé en CDI,3153,1560.0,134.0,360.0,1.0,Urbain,Accepté
Homme,Marié,0,Qualifié,Employé en CDI,2383,3334.0,172.0,360.0,1.0,Semi-urbain,Accepté
Homme,Marié,3 ou +,Qualifié,Employé en CDI,4416,1250.0,110.0,360.0,1.0,Urbain,Accepté
Homme,Marié,1,Qualifié,Employé en CDI,6875,0.0,200.0,360.0,1.0,Semi-urbain,Accepté
Femme,Marié,1,Qualifié,Employé en CDI,4666,0.0,135.0,360.0,1.0,Urbain,Accepté
Homme,Marié,1,Qualifié,Employé en CDI,2014,2925.0,113.0,360.0,1.0,Urbain,Rejeté
Homme,Marié,0,Non qualifié,Employé en CDI,2875,1750.0,105.0,360.0,1.0,Semi-urbain,Accepté
Femme,Célibataire,0,Qualifié,Employé en CDI,5000,0.0,132.0,360.0,1.0,Rural,Accepté
Homme,Marié,1,Qualifié,Employé en CDI,1625,1803.0,96.0,360.0,1.0,Urbain,Accepté
Homme,Célibataire,0,Qualifié,Employé en CDI,4000,2500.0,140.0,360.0,1.0,Rural,Accepté
Homme,Célibataire,0,Non qualifié,Employé en CDI,2000,0.0,128.0,360.0,1.0,Urbain,Rejeté
Femme,Célibataire,0,Qualifié,Employé en CDI,3762,1666.0,135.0,360.0,1.0,Rural,Accepté
Homme,Marié,2,Non qualifié,Employé en CDI,7667,0.0,185.0,360.0,1.0,Rural,Accepté
Femme,Célibataire,0,Qualifié,Employé en CDI,2917,0.0,84.0,360.0,1.0,Semi-urbain,Accepté
Homme,Célibataire,0,Non qualifié,Employé en CDI,2927,2405.0,111.0,360.0,1.0,Semi-urbain,Accepté
Femme,Célibataire,0,Qualifié,Employé en CDI,2507,0.0,56.0,360.0,1.0,Rural,Accepté
Homme,Marié,0,Qualifié,Employé en CDI,2473,1843.0,159.0,360.0,1.0,Rural,Rejeté
Homme,Marié,2,Qualifié,Employé en CDI,3717,0.0,120.0,360.0,1.0,Semi-urbain,Accepté
Homme,Marié,0,Qualifié,Employé en CDI,2058,2134.0,88.0,360.0,1.0,Urbain,Accepté
Femme,Célibataire,1,Qualifié,Employé en CDI,3541,0.0,112.0,360.0,1.0,Semi-urbain,Accepté
Homme,Marié,1,Qualifié,Entrepreneur,10000,0.0,155.0,360.0,1.0,Rural,Rejeté
Homme,Marié,0,Qualifié,Employé en CDI,2400,2167.0,115.0,360.0,1.0,Semi-urbain,Accepté
Homme,Marié,3 ou +,Qualifié,Employé en CDI,4342,189.0,124.0,360.0,1.0,Semi-urbain,Accepté
Homme,Marié,2,Non qualifié,Employé en CDI,3601,1590.0,128.0,360.0,1.0,Rural,Accepté
Femme,Célibataire,0,Qualifié,Employé en CDI,3166,2985.0,132.0,360.0,1.0,Rural,Accepté
Homme,Marié,0,Qualifié,Entrepreneur,5818,2160.0,184.0,360.0,1.0,Semi-urbain,Accepté
Femme,Marié,0,Qualifié,Employé en CDI,4333,2451.0,110.0,360.0,1.0,Urbain,Rejeté
Femme,Célibataire,0,Qualifié,Employé en CDI,2500,0.0,67.0,360.0,1.0,Urbain,Accepté
Homme,Célibataire,1,Qualifié,Employé en CDI,4384,1793.0,117.0,360.0,1.0,Urbain,Accepté
Homme,Célibataire,0,Qualifié,Employé en CDI,2935,0.0,98.0,360.0,1.0,Semi-urbain,Accepté
Homme,Célibataire,0,Qualifié,Employé en CDI,2833,0.0,71.0,360.0,1.0,Urbain,Accepté
Homme,Marié,0,Qualifié,Entrepreneur,5503,4490.0,70.0,360.0,1.0,Semi-urbain,Accepté
Homme,Marié,1,Qualifié,Employé en CDI,5250,688.0,160.0,360.0,1.0,Rural,Accepté
Homme,Marié,2,Qualifié,Entrepreneur,2500,4600.0,176.0,360.0,1.0,Rural,Accepté
Femme,Célibataire,0,Qualifié,Employé en CDI,4160,0.0,71.0,360.0,1.0,Semi-urbain,Accepté
Homme,Marié,3 ou +,Non qualifié,Employé en CDI,2647,1587.0,173.0,360.0,1.0,Rural,Rejeté
Femme,Célibataire,0,Qualifié,Employé en CDI,2378,0.0,46.0,360.0,1.0,Rural,Rejeté
Homme,Marié,1,Non qualifié,Employé en CDI,4554,1229.0,158.0,360.0,1.0,Urbain,Accepté
Homme,Marié,3 ou +,Non qualifié,Employé en CDI,3173,0.0,74.0,360.0,1.0,Semi-urbain,Accepté
Homme,Marié,2,Qualifié,Employé en CDI,2583,2330.0,125.0,360.0,1.0,Rural,Accepté
Homme,Marié,0,Qualifié,Employé en CDI,2499,2458.0,160.0,360.0,1.0,Semi-urbain,Accepté
Homme,Marié,2,Non qualifié,Employé en CDI,3083,2168.0,126.0,360.0,1.0,Urbain,Accepté
Homme,Marié,0,Qualifié,Employé en CDI,6333,4583.0,259.0,360.0,1.0,Semi-urbain,Accepté
Homme,Marié,0,Qualifié,Employé en CDI,9083,0.0,228.0,360.0,1.0,Semi-urbain,Accepté
Homme,Marié,3 ou +,Qualifié,Employé en CDI,2666,2083.0,95.0,360.0,1.0,Rural,Accepté
Femme,Marié,0,Qualifié,Employé en CDI,2423,505.0,130.0,360.0,1.0,Semi-urbain,Accepté
Homme,Marié,2,Qualifié,Employé en CDI,8333,3167.0,165.0,360.0,1.0,Rural,Accepté
Homme,Marié,1,Qualifié,Employé en CDI,3875,0.0,67.0,360.0,1.0,Urbain,Rejeté
Homme,Marié,3 ou +,Qualifié,Employé en CDI,5167,3167.0,200.0,360.0,1.0,Semi-urbain,Accepté
Femme,Célibataire,1,Qualifié,Employé en CDI,4723,0.0,81.0,360.0,1.0,Semi-urbain,Rejeté
Homme,Marié,2,Qualifié,Employé en CDI,5000,3667.0,236.0,360.0,1.0,Semi-urbain,Accepté
Homme,Marié,0,Qualifié,Employé en CDI,4750,2333.0,130.0,360.0,1.0,Urbain,Accepté
